round,playerid,gameid,payoff,id
22,48,3,1096/135,1829
22,53,3,1096/135,1830
22,59,3,475/54,1831
22,61,3,1279/135,1832
22,63,3,1279/135,1833
22,66,3,475/54,1834
22,70,3,1471/270,1835
22,71,3,1096/135,1836
22,73,3,1279/135,1837
22,83,3,827/135,1838
22,86,3,475/54,1839
22,32,3,11/2,1840
22,33,3,11/2,1841
22,34,3,3,1842
22,35,3,4,1843
22,37,3,11/2,1844
22,52,3,11/2,1845
22,54,3,11/2,1846
22,55,3,11/2,1847
22,56,3,3,1848
22,57,3,11/2,1849
22,60,3,5,1850
22,62,3,3,1851
22,67,3,17/4,1852
22,72,3,11/2,1853
22,74,3,17/4,1854
22,77,3,7/2,1855
22,79,3,11/2,1856
22,85,3,43/10,1857
23,31,1,716/85,1858
23,36,1,647/85,1859
23,41,1,42/5,1860
23,42,1,143/17,1861
23,46,1,716/85,1862
23,48,1,42/5,1863
23,53,1,42/5,1864
23,59,1,143/17,1865
23,61,1,716/85,1866
23,63,1,716/85,1867
23,66,1,143/17,1868
23,71,1,42/5,1869
23,73,1,42/5,1870
23,75,1,6691/850,1871
23,83,1,42/5,1872
23,84,1,3507/425,1873
23,86,1,3373/425,1874
23,32,1,8793/850,1875
23,33,1,13933/1700,1876
23,34,1,25859/4250,1877
23,35,1,13933/1700,1878
23,37,1,13933/1700,1879
23,52,1,8793/850,1880
23,54,1,8793/850,1881
23,55,1,11233/1700,1882
23,56,1,8533/1700,1883
23,57,1,8793/850,1884
23,60,1,117889/17000,1885
23,67,1,31519/3400,1886
23,72,1,8533/1700,1887
23,74,1,8793/850,1888
23,77,1,13933/1700,1889
23,79,1,8793/850,1890
23,85,1,13933/1700,1891
23,31,2,4691/340,1892
23,36,2,4691/340,1893
23,41,2,3949/340,1894
23,42,2,11693/1020,1895
23,46,2,3053/340,1896
23,48,2,4691/340,1897
23,53,2,3949/340,1898
23,59,2,216/17,1899
23,61,2,3949/340,1900
23,63,2,4691/340,1901
23,66,2,216/17,1902
23,71,2,3053/340,1903
23,73,2,4691/340,1904
23,75,2,3053/340,1905
23,83,2,216/17,1906
23,84,2,18331/1700,1907
23,86,2,9757/850,1908
23,32,2,3733/340,1909
23,33,2,15009/1700,1910
23,34,2,1461/170,1911
23,35,2,252/85,1912
23,37,2,523/85,1913
23,52,2,938/85,1914
23,54,2,742/85,1915
23,55,2,259/34,1916
23,56,2,938/85,1917
23,57,2,3733/340,1918
23,60,2,15921/1700,1919
23,67,2,1461/170,1920
23,72,2,6459/850,1921
23,74,2,3733/340,1922
23,77,2,938/85,1923
23,79,2,938/85,1924
23,85,2,12101/1700,1925
23,31,3,827/85,1926
23,36,3,606/85,1927
23,41,3,702/85,1928
23,42,3,239/85,1929
23,46,3,941/170,1930
23,48,3,702/85,1931
23,53,3,702/85,1932
23,59,3,1529/170,1933
23,61,3,827/85,1934
23,63,3,827/85,1935
23,66,3,1529/170,1936
23,71,3,702/85,1937
23,73,3,827/85,1938
23,75,3,702/85,1939
23,83,3,239/85,1940
23,84,3,827/85,1941
23,86,3,1529/170,1942
23,32,3,100/17,1943
23,33,3,100/17,1944
23,34,3,48/17,1945
23,35,3,100/17,1946
23,37,3,100/17,1947
23,52,3,48/17,1948
23,54,3,60/17,1949
23,55,3,100/17,1950
23,56,3,48/17,1951
23,57,3,100/17,1952
23,60,3,362/85,1953
23,67,3,74/17,1954
23,72,3,100/17,1955
23,74,3,74/17,1956
23,77,3,100/17,1957
23,79,3,100/17,1958
23,85,3,92/17,1959
24,31,1,8013/850,1960
24,36,1,25859/3400,1961
24,41,1,14193/1700,1962
24,42,1,8013/850,1963
24,48,1,14193/1700,1964
24,53,1,9833/1700,1965
24,59,1,30219/3400,1966
24,61,1,8013/850,1967
24,63,1,8013/850,1968
24,66,1,30219/3400,1969
24,70,1,25859/3400,1970
24,71,1,14193/1700,1971
24,73,1,14193/1700,1972
24,75,1,14193/1700,1973
24,83,1,14193/1700,1974
24,86,1,68091/8500,1975
24,32,1,379/40,1976
24,33,1,663/80,1977
24,34,1,6713/800,1978
24,35,1,663/80,1979
24,37,1,663/80,1980
24,38,1,62771/8000,1981
24,52,1,663/80,1982
24,55,1,1383/160,1983
24,56,1,663/80,1984
24,57,1,379/40,1985
24,60,1,379/40,1986
24,62,1,467/80,1987
24,67,1,1421/160,1988
24,72,1,467/80,1989
24,74,1,379/40,1990
24,85,1,663/80,1991
24,91,1,379/40,1992
24,31,2,433/34,1993
24,36,2,433/34,1994
24,41,2,931/85,1995
24,42,2,844/85,1996
24,48,2,433/34,1997
24,53,2,931/85,1998
24,59,2,4027/340,1999
24,61,2,931/85,2000
24,63,2,433/34,2001
24,66,2,4027/340,2002
24,70,2,4027/340,2003
24,71,2,757/85,2004
24,73,2,433/34,2005
24,75,2,3679/340,2006
24,83,2,7403/680,2007
24,86,2,4697/425,2008
24,32,2,7491/640,2009
24,33,2,205/32,2010
24,34,2,379/32,2011
24,35,2,3701/320,2012
24,37,2,379/32,2013
24,38,2,12741/1600,2014
24,52,2,3701/320,2015
24,55,2,1373/160,2016
24,56,2,379/32,2017
24,57,2,12741/1600,2018
24,60,2,3701/320,2019
24,62,2,3,2020
24,67,2,73/8,2021
24,72,2,12741/1600,2022
24,74,2,379/32,2023
24,85,2,1373/160,2024
24,91,2,73/8,2025
24,31,3,9371/850,2026
24,36,3,1287/170,2027
24,41,3,777/85,2028
24,42,3,153/50,2029
24,48,3,777/85,2030
24,53,3,777/85,2031
24,59,3,17141/1700,2032
24,61,3,9371/850,2033
24,63,3,9371/850,2034
24,66,3,17141/1700,2035
24,70,3,10371/1700,2036
24,71,3,777/85,2037
24,73,3,9371/850,2038
24,75,3,17141/1700,2039
24,83,3,777/85,2040
24,86,3,17141/1700,2041
24,32,3,51/8,2042
24,33,3,51/8,2043
24,34,3,33/16,2044
24,35,3,51/8,2045
24,37,3,51/8,2046
24,38,3,6207/1600,2047
24,52,3,51/8,2048
24,55,3,51/8,2049
24,56,3,33/16,2050
24,57,3,51/8,2051
24,60,3,51/8,2052
24,62,3,33/16,2053
24,67,3,135/32,2054
24,72,3,51/8,2055
24,74,3,51/8,2056
24,85,3,51/8,2057
24,91,3,51/8,2058
25,31,1,22739/2850,2059
25,36,1,22739/2850,2060
25,41,1,16453/1900,2061
25,42,1,22739/2850,2062
25,46,1,94837/11400,2063
25,48,1,16453/1900,2064
25,53,1,16453/1900,2065
25,59,1,94837/11400,2066
25,61,1,22739/2850,2067
25,63,1,22739/2850,2068
25,66,1,94837/11400,2069
25,70,1,84637/11400,2070
25,71,1,16453/1900,2071
25,73,1,16453/1900,2072
25,75,1,22739/2850,2073
25,83,1,16453/1900,2074
25,84,1,228833/28500,2075
25,86,1,223733/28500,2076
25,32,1,466/45,2077
25,33,1,23/3,2078
25,34,1,466/45,2079
25,35,1,23/3,2080
25,37,1,23/3,2081
25,38,1,11947/1500,2082
25,52,1,89/15,2083
25,54,1,733/90,2084
25,55,1,811/90,2085
25,57,1,466/45,2086
25,60,1,89/15,2087
25,62,1,89/15,2088
25,67,1,811/90,2089
25,72,1,89/15,2090
25,74,1,1078/135,2091
25,77,1,23/3,2092
25,79,1,466/45,2093
25,85,1,23/3,2094
25,91,1,466/45,2095
25,31,2,6773/570,2096
25,36,2,4151/380,2097
25,41,2,568/57,2098
25,42,2,4151/380,2099
25,46,2,11753/1140,2100
25,48,2,6773/570,2101
25,53,2,568/57,2102
25,59,2,4151/380,2103
25,61,2,568/57,2104
25,63,2,6773/570,2105
25,66,2,4151/380,2106
25,70,2,4151/380,2107
25,71,2,166/19,2108
25,73,2,6773/570,2109
25,75,2,6773/570,2110
25,83,2,4151/380,2111
25,84,2,31679/2850,2112
25,86,2,57979/5700,2113
25,32,2,2189/180,2114
25,33,2,1679/180,2115
25,34,2,2122/225,2116
25,35,2,2459/270,2117
25,37,2,110/9,2118
25,38,2,3679/450,2119
25,52,2,7,2120
25,54,2,61/9,2121
25,55,2,2813/300,2122
25,57,2,2189/180,2123
25,60,2,277/25,2124
25,62,2,121/10,2125
25,67,2,169/18,2126
25,72,2,3679/450,2127
25,74,2,2779/270,2128
25,77,2,110/9,2129
25,79,2,110/9,2130
25,85,2,346/45,2131
25,91,2,2189/180,2132
25,31,3,16936/1425,2133
25,36,3,14389/1425,2134
25,41,3,14389/1425,2135
25,42,3,322/95,2136
25,46,3,27769/4275,2137
25,48,3,14389/1425,2138
25,53,3,14389/1425,2139
25,59,3,1253/114,2140
25,61,3,16936/1425,2141
25,63,3,16936/1425,2142
25,66,3,16936/1425,2143
25,70,3,19219/2850,2144
25,71,3,14389/1425,2145
25,73,3,16936/1425,2146
25,75,3,16936/1425,2147
25,83,3,384/95,2148
25,84,3,79586/7125,2149
25,86,3,1253/114,2150
25,32,3,1457/270,2151
25,33,3,1457/270,2152
25,34,3,1541/540,2153
25,35,3,1457/270,2154
25,37,3,1457/270,2155
25,38,3,208147/54000,2156
25,52,3,1457/270,2157
25,54,3,1457/270,2158
25,55,3,1457/270,2159
25,57,3,1457/270,2160
25,60,3,2956/675,2161
25,62,3,1457/270,2162
25,67,3,33/8,2163
25,72,3,1457/270,2164
25,74,3,6253/1620,2165
25,77,3,1457/270,2166
25,79,3,1457/270,2167
25,85,3,1457/270,2168
25,91,3,1457/270,2169
26,31,1,803/95,2170
26,36,1,803/95,2171
26,41,1,803/95,2172
26,42,1,174/19,2173
26,46,1,561/95,2174
26,48,1,803/95,2175
26,53,1,803/95,2176
26,59,1,682/95,2177
26,61,1,174/19,2178
26,63,1,803/95,2179
26,66,1,1673/190,2180
26,70,1,1431/190,2181
26,71,1,803/95,2182
26,73,1,174/19,2183
26,75,1,1431/190,2184
26,83,1,803/95,2185
26,86,1,3786/475,2186
26,32,1,803/85,2187
26,33,1,1511/170,2188
26,34,1,803/85,2189
26,35,1,1511/170,2190
26,37,1,1511/170,2191
26,52,1,1511/170,2192
26,54,1,803/85,2193
26,55,1,1511/170,2194
26,56,1,819/170,2195
26,57,1,803/85,2196
26,60,1,6517/850,2197
26,62,1,819/170,2198
26,67,1,3117/340,2199
26,72,1,819/170,2200
26,74,1,3117/340,2201
26,77,1,1511/170,2202
26,79,1,803/85,2203
26,85,1,9,2204
26,91,1,803/85,2205
26,31,2,14087/1140,2206
26,36,2,6413/570,2207
26,41,2,771/76,2208
26,42,2,6413/570,2209
26,46,2,771/76,2210
26,48,2,14087/1140,2211
26,53,2,771/76,2212
26,59,2,6413/570,2213
26,61,2,771/76,2214
26,63,2,14087/1140,2215
26,66,2,6413/570,2216
26,70,2,6413/570,2217
26,71,2,3371/380,2218
26,73,2,14087/1140,2219
26,75,2,8729/760,2220
26,83,2,771/76,2221
26,86,2,60691/5700,2222
26,32,2,4141/340,2223
26,33,2,4141/340,2224
26,34,2,463/34,2225
26,35,2,3687/340,2226
26,37,2,3687/340,2227
26,52,2,7,2228
26,54,2,6431/680,2229
26,55,2,44/5,2230
26,56,2,463/34,2231
26,57,2,8771/680,2232
26,60,2,1449/170,2233
26,62,2,3,2234
26,67,2,173/17,2235
26,72,2,14461/1700,2236
26,74,2,8771/680,2237
26,77,2,463/34,2238
26,79,2,463/34,2239
26,85,2,27091/3400,2240
26,91,2,463/34,2241
26,31,3,178/19,2242
26,36,3,178/19,2243
26,41,3,8,2244
26,42,3,52/19,2245
26,46,3,165/19,2246
26,48,3,178/19,2247
26,53,3,8,2248
26,59,3,165/19,2249
26,61,3,178/19,2250
26,63,3,178/19,2251
26,66,3,165/19,2252
26,70,3,102/19,2253
26,71,3,8,2254
26,73,3,178/19,2255
26,75,3,165/19,2256
26,83,3,8,2257
26,86,3,165/19,2258
26,32,3,90/17,2259
26,33,3,90/17,2260
26,34,3,38/17,2261
26,35,3,58/17,2262
26,37,3,58/17,2263
26,52,3,90/17,2264
26,54,3,38/17,2265
26,55,3,90/17,2266
26,56,3,38/17,2267
26,57,3,90/17,2268
26,60,3,42/17,2269
26,62,3,90/17,2270
26,67,3,64/17,2271
26,72,3,90/17,2272
26,74,3,58/17,2273
26,77,3,90/17,2274
26,79,3,90/17,2275
26,85,3,90/17,2276
26,91,3,4,2277
27,31,1,7929/950,2278
27,36,1,17101/1900,2279
27,41,1,17101/1900,2280
27,42,1,7929/950,2281
27,46,1,17101/1900,2282
27,48,1,17101/1900,2283
27,53,1,17101/1900,2284
27,59,1,32959/3800,2285
27,61,1,7929/950,2286
27,63,1,7929/950,2287
27,66,1,32959/3800,2288
27,70,1,26991/3800,2289
27,71,1,17101/1900,2290
27,73,1,7929/950,2291
27,75,1,7929/950,2292
27,83,1,11133/1900,2293
27,84,1,32959/3800,2294
27,86,1,74067/9500,2295
27,32,1,148/15,2296
27,33,1,118/15,2297
27,34,1,37/5,2298
27,35,1,118/15,2299
27,37,1,118/15,2300
27,38,1,2983/375,2301
27,52,1,92/15,2302
27,54,1,118/15,2303
27,55,1,118/15,2304
27,57,1,133/15,2305
27,60,1,92/15,2306
27,62,1,92/15,2307
27,67,1,133/15,2308
27,72,1,92/15,2309
27,74,1,148/15,2310
27,77,1,118/15,2311
27,79,1,148/15,2312
27,85,1,124/15,2313
27,91,1,148/15,2314
27,31,2,6941/570,2315
27,36,2,14147/1140,2316
27,41,2,1201/95,2317
27,42,2,19559/1710,2318
27,46,2,12353/1140,2319
27,48,2,6941/570,2320
27,53,2,1201/95,2321
27,59,2,14147/1140,2322
27,61,2,1201/95,2323
27,63,2,6941/570,2324
27,66,2,14147/1140,2325
27,70,2,14147/1140,2326
27,71,2,902/95,2327
27,73,2,6941/570,2328
27,75,2,6941/570,2329
27,83,2,1201/95,2330
27,84,2,3157/285,2331
27,86,2,32809/2850,2332
27,32,2,4351/360,2333
27,33,2,1063/90,2334
27,34,2,13/2,2335
27,35,2,5521/540,2336
27,37,2,4351/360,2337
27,38,2,2437/300,2338
27,52,2,1063/90,2339
27,54,2,2437/300,2340
27,55,2,1381/180,2341
27,57,2,4351/360,2342
27,60,2,412/45,2343
27,62,2,13/2,2344
27,67,2,679/72,2345
27,72,2,2437/300,2346
27,74,2,4351/360,2347
27,77,2,1063/90,2348
27,79,2,445/36,2349
27,85,2,13711/1800,2350
27,91,2,4351/360,2351
27,31,3,14894/1425,2352
27,36,3,6,2353
27,41,3,2638/285,2354
27,42,3,1508/475,2355
27,46,3,2174/285,2356
27,48,3,14894/1425,2357
27,53,3,2638/285,2358
27,59,3,14042/1425,2359
27,61,3,14894/1425,2360
27,63,3,14894/1425,2361
27,66,3,14042/1425,2362
27,70,3,8857/1425,2363
27,71,3,2638/285,2364
27,73,3,14894/1425,2365
27,75,3,14042/1425,2366
27,83,3,14894/1425,2367
27,84,3,14042/1425,2368
27,86,3,14042/1425,2369
27,32,3,14/3,2370
27,33,3,14/3,2371
27,34,3,61/18,2372
27,35,3,83/27,2373
27,37,3,83/27,2374
27,38,3,309/100,2375
27,52,3,14/3,2376
27,54,3,125/36,2377
27,55,3,14/3,2378
27,57,3,14/3,2379
27,60,3,134/45,2380
27,62,3,14/3,2381
27,67,3,61/18,2382
27,72,3,14/3,2383
27,74,3,14/3,2384
27,77,3,22/9,2385
27,79,3,14/3,2386
27,85,3,14/3,2387
27,91,3,14/3,2388
28,31,1,826/95,2389
28,36,1,826/95,2390
28,39,1,826/95,2391
28,41,1,826/95,2392
28,42,1,2324/285,2393
28,46,1,826/95,2394
28,48,1,826/95,2395
28,53,1,826/95,2396
28,59,1,2401/285,2397
28,61,1,2324/285,2398
28,63,1,2324/285,2399
28,66,1,2401/285,2400
28,70,1,2104/285,2401
28,71,1,826/95,2402
28,73,1,2324/285,2403
28,75,1,2104/285,2404
28,83,1,826/95,2405
28,84,1,2401/285,2406
28,86,1,11114/1425,2407
28,32,1,992/95,2408
28,33,1,788/95,2409
28,34,1,721/95,2410
28,35,1,788/95,2411
28,37,1,788/95,2412
28,52,1,90/19,2413
28,54,1,788/95,2414
28,55,1,619/95,2415
28,56,1,90/19,2416
28,57,1,4552/475,2417
28,60,1,154/25,2418
28,62,1,992/95,2419
28,67,1,178/19,2420
28,72,1,90/19,2421
28,74,1,446/57,2422
28,77,1,788/95,2423
28,79,1,992/95,2424
28,85,1,992/95,2425
28,91,1,992/95,2426
28,31,2,1051/95,2427
28,36,2,3734/285,2428
28,39,2,19021/1710,2429
28,41,2,1051/95,2430
28,42,2,1051/95,2431
28,46,2,19021/1710,2432
28,48,2,3734/285,2433
28,53,2,1051/95,2434
28,59,2,6887/570,2435
28,61,2,1051/95,2436
28,63,2,6887/570,2437
28,66,2,6887/570,2438
28,70,2,6887/570,2439
28,71,2,1051/95,2440
28,73,2,3734/285,2441
28,75,2,3734/285,2442
28,83,2,6887/570,2443
28,84,2,6887/570,2444
28,86,2,21123/1900,2445
28,32,2,1043/76,2446
28,33,2,2383/190,2447
28,34,2,1416/95,2448
28,35,2,2179/190,2449
28,37,2,1043/76,2450
28,52,2,7,2451
28,54,2,3333/380,2452
28,55,2,355/38,2453
28,56,2,1416/95,2454
28,57,2,1043/76,2455
28,60,2,20181/1900,2456
28,62,2,661/95,2457
28,67,2,2077/190,2458
28,72,2,8437/950,2459
28,74,2,2179/190,2460
28,77,2,1416/95,2461
28,79,2,1416/95,2462
28,85,2,15791/1900,2463
28,91,2,1043/76,2464
28,31,3,1231/114,2465
28,36,3,6,2466
28,39,3,6,2467
28,41,3,527/57,2468
28,42,3,119/38,2469
28,46,3,869/114,2470
28,48,3,527/57,2471
28,53,3,527/57,2472
28,59,3,2285/228,2473
28,61,3,1231/114,2474
28,63,3,1231/114,2475
28,66,3,2285/228,2476
28,70,3,1411/228,2477
28,71,3,527/57,2478
28,73,3,1231/114,2479
28,75,3,2285/228,2480
28,83,3,1411/228,2481
28,84,3,737/76,2482
28,86,3,2285/228,2483
28,32,3,514/95,2484
28,33,3,514/95,2485
28,34,3,41/19,2486
28,35,3,997/285,2487
28,37,3,997/285,2488
28,52,3,514/95,2489
28,54,3,1511/380,2490
28,55,3,514/95,2491
28,56,3,41/19,2492
28,57,3,396/95,2493
28,60,3,514/95,2494
28,62,3,514/95,2495
28,67,3,719/190,2496
28,72,3,514/95,2497
28,74,3,514/95,2498
28,77,3,514/95,2499
28,79,3,514/95,2500
28,85,3,514/95,2501
28,91,3,514/95,2502
29,31,1,17/2,2503
29,36,1,17/2,2504
29,39,1,17/2,2505
29,41,1,17/2,2506
29,42,1,159/19,2507
29,46,1,17/2,2508
29,48,1,17/2,2509
29,53,1,17/2,2510
29,59,1,641/76,2511
29,61,1,159/19,2512
29,63,1,17/2,2513
29,66,1,641/76,2514
29,70,1,573/76,2515
29,71,1,17/2,2516
29,73,1,17/2,2517
29,75,1,573/76,2518
29,83,1,17/2,2519
29,84,1,1537/190,2520
29,86,1,1503/190,2521
29,32,1,1002/95,2522
29,33,1,169/19,2523
29,34,1,1847/190,2524
29,35,1,169/19,2525
29,37,1,169/19,2526
29,52,1,339/95,2527
29,54,1,1002/95,2528
29,55,1,592/95,2529
29,56,1,339/95,2530
29,57,1,4696/475,2531
29,60,1,4539/475,2532
29,62,1,339/95,2533
29,67,1,1847/190,2534
29,72,1,339/95,2535
29,74,1,1002/95,2536
29,77,1,169/19,2537
29,79,1,1002/95,2538
29,85,1,1847/190,2539
29,91,1,1002/95,2540
29,31,2,3703/285,2541
29,36,2,3703/285,2542
29,39,2,9532/855,2543
29,41,2,409/38,2544
29,42,2,13541/1140,2545
29,46,2,9532/855,2546
29,48,2,3703/285,2547
29,53,2,409/38,2548
29,59,2,13541/1140,2549
29,61,2,409/38,2550
29,63,2,3703/285,2551
29,66,2,13541/1140,2552
29,70,2,13541/1140,2553
29,71,2,409/38,2554
29,73,2,3703/285,2555
29,75,2,3703/285,2556
29,83,2,13541/1140,2557
29,84,2,31993/2850,2558
29,86,2,1111/100,2559
29,32,2,239/19,2560
29,33,2,2347/190,2561
29,34,2,634/95,2562
29,35,2,1008/95,2563
29,37,2,239/19,2564
29,52,2,2433/190,2565
29,54,2,2433/190,2566
29,55,2,634/95,2567
29,56,2,2433/190,2568
29,57,2,239/19,2569
29,60,2,18483/1900,2570
29,62,2,2347/190,2571
29,67,2,3701/380,2572
29,72,2,3974/475,2573
29,74,2,239/19,2574
29,77,2,2347/190,2575
29,79,2,2433/190,2576
29,85,2,3731/475,2577
29,91,2,239/19,2578
29,31,3,1285/114,2579
29,36,3,6,2580
29,39,3,6,2581
29,41,3,2743/285,2582
29,42,3,7337/1140,2583
29,46,3,15331/1710,2584
29,48,3,2743/285,2585
29,53,3,2743/285,2586
29,59,3,11911/1140,2587
29,61,3,1285/114,2588
29,63,3,1285/114,2589
29,66,3,11911/1140,2590
29,70,3,7337/1140,2591
29,71,3,2743/285,2592
29,73,3,1285/114,2593
29,75,3,1285/114,2594
29,83,3,7873/1140,2595
29,84,3,11911/1140,2596
29,86,3,11911/1140,2597
29,32,3,5,2598
29,33,3,5,2599
29,34,3,751/190,2600
29,35,3,166/57,2601
29,37,3,166/57,2602
29,52,3,5,2603
29,54,3,261/76,2604
29,55,3,5,2605
29,56,3,86/57,2606
29,57,3,5,2607
29,60,3,1937/570,2608
29,62,3,5,2609
29,67,3,371/114,2610
29,72,3,5,2611
29,74,3,5,2612
29,77,3,5,2613
29,79,3,5,2614
29,85,3,5,2615
29,91,3,5,2616
